Calculating the offsets...
timestamp_before, timestamp_after, accel_x, accel_y, accel_z, gyro_x, gyro_y, gyro_z
1487802250.627567, 1487802250.627567, -1.075012, -0.166870, -0.342957, +0.850802, +1.550956, +0.431360 
1487802250.631307, 1487802250.631307, -1.075012, -0.166870, -0.342957, +0.850802, +1.550956, +0.431360 
1487802250.635052, 1487802250.635052, -1.072815, -0.162903, -0.338135, +0.850802, +1.550956, +0.431360 
1487802250.640105, 1487802250.640105, -1.072815, -0.162903, -0.338135, +1.336794, +1.827598, +0.064996 
1487802250.643845, 1487802250.643845, -1.072815, -0.162903, -0.338135, +1.336794, +1.827598, +0.064996 
1487802250.647589, 1487802250.647589, -1.072815, -0.162903, -0.338135, +1.336794, +1.827598, +0.064996 
1487802250.651335, 1487802250.651335, -1.072815, -0.162903, -0.338135, +1.202212, +1.386466, -0.069586 
1487802250.655072, 1487802250.655072, -1.076172, -0.164795, -0.342896, +1.202212, +1.386466, -0.069586 
1487802250.658829, 1487802250.658829, -1.076172, -0.164795, -0.342896, +1.202212, +1.386466, -0.069586 
1487802250.662579, 1487802250.662579, -1.076172, -0.164795, -0.342896, +1.022768, +1.147209, -0.166785 
1487802250.666320, 1487802250.666320, -1.076172, -0.164795, -0.342896, +1.022768, +1.147209, -0.166785 
1487802250.670095, 1487802250.670095, -1.076172, -0.164795, -0.342896, +1.022768, +1.147209, -0.338751 
1487802250.673838, 1487802250.673838, -1.075134, -0.166443, -0.337097, +0.992861, +1.386466, -0.338751 
1487802250.677580, 1487802250.677580, -1.075134, -0.166443, -0.337097, +0.992861, +1.386466, -0.338751 
1487802250.681484, 1487802250.681484, -1.075134, -0.166443, -0.337097, +0.992861, +1.423850, -0.533148 
1487802250.685227, 1487802250.685227, -1.075134, -0.166443, -0.337097, +0.835848, +1.423850, -0.533148 
1487802250.689072, 1487802250.689072, -1.075134, -0.166443, -0.337097, +0.835848, +1.423850, -0.533148 
1487802250.692807, 1487802250.692807, -1.074768, -0.168274, -0.338562, +0.663882, +1.326652, -0.869605 
1487802250.696542, 1487802250.696542, -1.074768, -0.168274, -0.338562, +0.663882, +1.326652, -0.869605 
1487802250.700330, 1487802250.700330, -1.074768, -0.168274, -0.338562, +0.663882, +1.326652, -0.869605 
1487802250.704064, 1487802250.704064, -1.074768, -0.168274, -0.338562, +0.432101, +1.835075, -0.936896 
1487802250.707869, 1487802250.707869, -1.074768, -0.168274, -0.338562, +0.432101, +1.835075, -0.936896 
1487802250.711626, 1487802250.711626, -1.074768, -0.166138, -0.343262, +0.432101, +1.835075, -0.936896 
1487802250.715368, 1487802250.715368, -1.077576, -0.166138, -0.343262, -0.547361, +1.580863, -0.929419 
1487802250.719175, 1487802250.719175, -1.077576, -0.166138, -0.343262, -0.547361, +1.580863, -0.929419 
1487802250.722918, 1487802250.722918, -1.077576, -0.166138, -0.343262, -0.547361, +1.580863, -0.929419 
1487802250.726664, 1487802250.726664, -1.077576, -0.166138, -0.343262, -0.427732, +1.610771, -0.877081 
1487802250.730556, 1487802250.730556, -1.077576, -0.166138, -0.343262, -0.427732, +1.610771, -0.877081 
1487802250.734295, 1487802250.734295, -1.073486, -0.172363, -0.340393, -0.427732, +1.610771, -0.877081 
1487802250.738158, 1487802250.738158, -1.073486, -0.172363, -0.340393, -0.801573, +1.423850, -1.011664 
1487802250.741909, 1487802250.741909, -1.073486, -0.172363, -0.340393, -0.801573, +1.423850, -1.011664 
1487802250.745788, 1487802250.745788, -1.073486, -0.172363, -0.340393, -0.801573, +1.423850, -1.011664 
1487802250.750184, 1487802250.750184, -1.073486, -0.172363, -0.340393, -0.853910, +1.184593, -0.892035 
1487802250.753923, 1487802250.753923, -1.069092, -0.172241, -0.346436, -0.853910, +1.184593, -0.892035 
1487802250.757657, 1487802250.757657, -1.069092, -0.172241, -0.346436, -0.121183, +1.169639, -0.809790 
1487802250.761487, 1487802250.761487, -1.069092, -0.172241, -0.346436, -0.121183, +1.169639, -0.809790 
1487802250.765226, 1487802250.765226, -1.069092, -0.172241, -0.346436, -0.121183, +1.169639, -0.809790 
1487802250.768997, 1487802250.768997, -1.069092, -0.172241, -0.346436, -0.180998, +1.371513, -0.757452 
1487802250.772731, 1487802250.772731, -1.070679, -0.173035, -0.346863, -0.180998, +1.371513, -0.757452 
1487802250.776464, 1487802250.776464, -1.070679, -0.173035, -0.346863, -0.180998, +1.371513, -0.757452 
1487802250.780207, 1487802250.780207, -1.070679, -0.173035, -0.346863, -0.532408, +1.491142, -0.914465 
1487802250.783945, 1487802250.783945, -1.070679, -0.173035, -0.346863, -0.532408, +1.491142, -0.914465 
1487802250.787731, 1487802250.787731, -1.070679, -0.173035, -0.346863, -0.532408, +1.491142, -0.914465 
1487802250.791578, 1487802250.791578, -1.072327, -0.174011, -0.345703, -1.033354, +1.550956, -0.682684 
1487802250.795320, 1487802250.795320, -1.072327, -0.174011, -0.345703, -1.033354, +1.550956, -0.682684 
1487802250.799135, 1487802250.799135, -1.072327, -0.174011, -0.345703, -1.033354, +1.550956, -0.682684 
1487802250.802874, 1487802250.802874, -1.072327, -0.174011, -0.345703, -1.040830, +1.588340, -0.533148 
1487802250.806614, 1487802250.806614, -1.072327, -0.174011, -0.345703, -1.040830, +1.588340, -0.533148 
1487802250.810475, 1487802250.810475, -1.072327, -0.158386, -0.340820, -1.040830, +1.588340, -0.533148 
1487802250.814216, 1487802250.814216, -1.071289, -0.170837, -0.340820, -0.741758, +1.281791, -0.667731 
1487802250.817995, 1487802250.817995, -1.071289, -0.170837, -0.340820, -0.741758, +1.281791, -0.667731 
1487802250.821740, 1487802250.821740, -1.071289, -0.170837, -0.340820, -0.741758, +1.281791, -0.667731 
1487802250.825480, 1487802250.825480, -1.071289, -0.170837, -0.340820, -0.771665, +1.251884, -0.503241 
1487802250.829229, 1487802250.829229, -1.071289, -0.170837, -0.340820, -0.771665, +1.251884, -0.503241 
1487802250.833140, 1487802250.833140, -1.069031, -0.170349, -0.350159, -0.771665, +1.251884, -0.540625 
1487802250.836879, 1487802250.836879, -1.069031, -0.170349, -0.350159, -0.480070, +1.184593, -0.540625 
1487802250.840861, 1487802250.840861, -1.069031, -0.170349, -0.350159, -0.480070, +1.184593, -0.540625 
1487802250.846000, 1487802250.846000, -1.069031, -0.170349, -0.350159, -0.143614, +1.079917, -0.301367 
1487802250.849755, 1487802250.849755, -1.069031, -0.170349, -0.350159, -0.143614, +1.079917, -0.301367 
1487802250.853496, 1487802250.853496, -1.072205, -0.168518, -0.345520, -0.143614, +1.079917, -0.301367 
